ward_id,ward_name_readme,udise2021_22_school_count,udise2021_22_student_count,udise2021_22_teacher_count,udise2021_22_classroom_count,udise2021_22_electricity_share,udise2021_22_library_share,udise2021_22_playground_share,udise2021_22_medical_checkup_share,udise2021_22_ramp_share,udise2021_22_internet_share,udise2021_22_computer_desktop_share,udise2021_22_boundary_wall_share,udise2021_22_government_school_share,udise2021_22_student_teacher_ratio,udise2021_22_data_available,udise2023_24_school_count,udise2023_24_student_count,udise2023_24_teacher_count,udise2023_24_classroom_count,udise2023_24_electricity_share,udise2023_24_drinking_water_share,udise2023_24_library_share,udise2023_24_playground_share,udise2023_24_medical_checkup_share,udise2023_24_ramp_share,udise2023_24_internet_share,udise2023_24_computer_desktop_share,udise2023_24_ict_lab_share,udise2023_24_boundary_wall_share,udise2023_24_government_school_share,udise2023_24_student_teacher_ratio,udise2023_24_data_available,udise2021_22_school_count_missing,udise2021_22_student_count_missing,udise2021_22_teacher_count_missing,udise2021_22_classroom_count_missing,udise2021_22_electricity_share_missing,udise2021_22_library_share_missing,udise2021_22_playground_share_missing,udise2021_22_medical_checkup_share_missing,udise2021_22_ramp_share_missing,udise2021_22_internet_share_missing,udise2021_22_computer_desktop_share_missing,udise2021_22_boundary_wall_share_missing,udise2021_22_government_school_share_missing,udise2021_22_student_teacher_ratio_missing,udise2023_24_school_count_missing,udise2023_24_student_count_missing,udise2023_24_teacher_count_missing,udise2023_24_classroom_count_missing,udise2023_24_electricity_share_missing,udise2023_24_drinking_water_share_missing,udise2023_24_library_share_missing,udise2023_24_playground_share_missing,udise2023_24_medical_checkup_share_missing,udise2023_24_ramp_share_missing,udise2023_24_internet_share_missing,udise2023_24_computer_desktop_share_missing,udise2023_24_ict_lab_share_missing,udise2023_24_boundary_wall_share_missing,udise2023_24_government_school_share_missing,udise2023_24_student_teacher_ratio_missing,udise_2021_2023_school_count_change,udise_2021_2023_school_count_pct_change,udise_2021_2023_student_count_change,udise_2021_2023_student_count_pct_change,udise_2021_2023_teacher_count_change,udise_2021_2023_teacher_count_pct_change,udise_2021_2023_classroom_count_change,udise_2021_2023_classroom_count_pct_change,udise_2021_2023_student_teacher_ratio_change,udise_2021_2023_student_teacher_ratio_pct_change,udise_2021_2023_internet_share_change,udise_2021_2023_internet_share_pct_change,udise_2021_2023_library_share_change,udise_2021_2023_library_share_pct_change,udise_2021_2023_playground_share_change,udise_2021_2023_playground_share_pct_change,udise_2021_2023_government_school_share_change,udise_2021_2023_government_school_share_pct_change,data_coverage_score,worldpop_status,geometry_status,worldpop_population_2015,worldpop_population_2018,worldpop_abs_growth_2015_2018,worldpop_pct_growth_2015_2018,worldpop_annualized_growth_2015_2018_pct,worldpop_data_status,worldpop_geometry_coverage_n,worldpop_geometry_coverage_total,census2011_population_verified,census2011_TOT_M,census2011_TOT_F,census2011_No_HH,census2011_P_06,census2011_P_SC,census2011_P_ST,census2011_P_LIT,census2011_P_ILL,census2011_TOT_WORK_P,census2011_MAINWORK_P,census2011_MARGWORK_P,census2011_NON_WORK_P,census2011_literacy_rate,census2011_work_participation_rate,census2011_non_worker_rate,census2011_sc_share,census2011_st_share,census2011_female_share,census2011_child_share,census2011_main_worker_share,census2011_marginal_worker_share,census2011_source_district,census2011_source_rows,census2011_sc_st_share,census2011_literacy_risk
122,Vivekananda Nagar Colony,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,27379.31,28066.39,687.0799999999981,2.50948617770133,0.8295940972868676,observed_raster_aggregation,1,145,45374,23352,22022,11275,5464,4455,816,32081,13293,18895,16174,2721,26479,0.8038336256577299,0.4164279102569753,0.5835720897430247,0.0981839820161325,0.0179838674130559,0.4853440296204875,0.1204213866972274,0.3564596464935866,0.0599682637633887,537,1,0.1161678494291884,0.19616637434227013
123,Hydernagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,46260.2,47344.12,1083.9200000000055,2.343094063579504,0.7750094414699094,observed_raster_aggregation,1,145,67730,34758,32972,16919,7975,4534,1157,50477,17253,27605,22493,5112,40125,0.8447326583549494,0.4075741916432895,0.5924258083567104,0.0669422707810423,0.0170825335892514,0.4868152960283478,0.1177469363649785,0.3320980363206851,0.0754761553226044,537,1,0.0840248043702937,0.15526734164505063
124,Alwyn Colony,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,38907.09,39826.76,919.6700000000056,2.363759407347107,0.7817918891996678,observed_raster_aggregation,1,145,87393,44864,42529,22167,10139,3225,1858,65690,21703,34865,28954,5911,52528,0.8503119579568695,0.3989449955946128,0.6010550044053872,0.036902269060451,0.0212602840044397,0.4866408064719142,0.1160161569004382,0.3313079994965272,0.0676369960980856,537,1,0.058162553064890696,0.14968804204313046
125,Gajularamaram,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,67654.38,69265.83,1611.449999999997,2.3818856960924,0.7877402575578563,observed_raster_aggregation,1,145,58278,29983,28295,13135,8397,5222,663,36626,21652,20826,18381,2445,37452,0.7342675567851487,0.3573561206630289,0.6426438793369711,0.0896049967397645,0.0113765057139915,0.4855176910669549,0.1440852465767528,0.3154020385050962,0.0419540821579326,537,1,0.100981502453756,0.26573244321485134
126,Jagathgirigutta,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,22289.25,22868.74,579.4900000000016,2.5998631627354065,0.8592173653994228,observed_raster_aggregation,1,145,56774,29244,27530,13491,7703,3841,596,39108,17666,20767,18273,2494,36007,0.796967659106193,0.3657836333532955,0.6342163666467044,0.0676542079120724,0.0104977630605558,0.4849050621763483,0.1356783034487617,0.3218550745059358,0.0439285588473597,537,1,0.0781519709726282,0.20303234089380695
127,Rangareddy Nagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,27783.78,28485.25,701.4700000000012,2.5247464527864865,0.8345972472492136,observed_raster_aggregation,1,145,48437,25143,23294,12356,5863,3918,679,35903,12534,19922,16964,2958,28515,0.8433081223281815,0.4112971488737948,0.5887028511262051,0.0808885769143423,0.0140182092202242,0.480913351363627,0.1210438301298594,0.3502281313871627,0.0610690174866321,537,1,0.0949067861345665,0.15669187767181847
128,Chintal,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,17152.03,17553.78,401.75,2.342288347210214,0.7747449836722042,observed_raster_aggregation,1,145,55187,28559,26628,14016,7035,3726,1382,40296,14891,21950,18097,3853,33237,0.8368499750789168,0.3977385978581912,0.6022614021418088,0.0675159004838096,0.0250421294870168,0.4825049377570805,0.127475673618787,0.3279214307717397,0.0698171670864515,537,1,0.09255802997082639,0.16315002492108321
129,Suraram,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,49796.61,50979.1,1182.489999999998,2.374639558797272,0.7853624312170293,observed_raster_aggregation,1,145,52956,27112,25844,13394,6691,3785,1362,37379,15577,21328,18299,3029,31628,0.8079325624121907,0.4027494523755571,0.597250547624443,0.0714744316035954,0.025719465216406,0.4880277966613792,0.1263501775058539,0.3455510234912002,0.0571984288843568,537,1,0.0971938968200014,0.1920674375878093
130,Subash Nagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,70788.19,72648.46,1860.270000000004,2.6279383609045577,0.8684161569807669,observed_raster_aggregation,1,145,67032,34451,32581,17160,8344,4766,726,49609,17423,26731,22847,3884,40301,0.845300572519084,0.3987796873135219,0.6012203126864781,0.0711003699725504,0.0108306480486931,0.4860514381191073,0.1244778613199665,0.3408372120778136,0.0579424752357083,537,1,0.0819310180212435,0.15469942748091603
131,Quthbullapur,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,32193.79,33010.55,816.760000000002,2.537011019827122,0.8386178810009692,observed_raster_aggregation,1,145,44990,22944,22046,11323,5583,2989,767,33822,11168,16476,14494,1982,28514,0.8582739107265207,0.3662147143809735,0.6337852856190265,0.0664369859968882,0.0170482329406534,0.4900200044454323,0.1240942431651478,0.3221604801066903,0.0440542342742831,537,1,0.0834852189375416,0.1417260892734793
132,Jeedimetla,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,78200.71,79908.91,1708.199999999997,2.1843791443837235,0.7228881172394175,observed_raster_aggregation,1,145,62237,31326,30911,14942,6544,11574,1023,48568,13669,25044,21231,3813,37193,0.8720665074605426,0.4023972877870077,0.5976027122129923,0.185966547230747,0.0164371676012661,0.4966659704034577,0.1051464562880601,0.3411314812731976,0.0612658065138101,537,1,0.20240371483201308,0.1279334925394574
133,Macha Bolarum,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,97661.78,99933.64,2271.8600000000006,2.3262529108111694,0.76948143313611,observed_raster_aggregation,1,145,57310,28949,28361,13387,6356,8245,890,43087,14223,22562,17868,4694,34748,0.8456058405620756,0.3936834758331879,0.606316524166812,0.143866689931949,0.0155295759902285,0.4948700052346885,0.1109056011167335,0.3117780492060722,0.0819054266271156,537,1,0.1593962659221775,0.15439415943792445
134,Alwal,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,43731.87,44763.0,1031.1299999999974,2.3578456626711763,0.7798510680004034,observed_raster_aggregation,1,145,42870,21394,21476,10455,4103,9484,509,33960,8910,15942,13266,2676,26928,0.876002785874584,0.3718684394681595,0.6281315605318405,0.2212269652437602,0.011873104735246,0.5009563797527409,0.0957079542803825,0.3094471658502449,0.0624212736179146,537,2,0.2331000699790062,0.12399721412541598
135,Venkatapuram,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,39571.04,40534.32,963.2799999999988,2.434305492097248,0.8049385191492897,observed_raster_aggregation,1,145,51033,25438,25595,12482,4940,4704,874,39900,11133,20571,15559,5012,30462,0.8656412036534832,0.4030921168655575,0.5969078831344424,0.092175651049321,0.0171261732604393,0.5015382203672134,0.0968001097329179,0.3048811553308643,0.0982109615346932,537,1,0.1093018243097603,0.13435879634651682
136,Neredmet,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,82836.62,84740.89,1904.270000000004,2.2988262920433065,0.7604775101155425,observed_raster_aggregation,1,145,61858,31189,30669,14704,6903,3075,704,46722,15136,23961,18493,5468,37897,0.8501865162405604,0.3873549096317372,0.6126450903682628,0.0497106275663616,0.0113809046525914,0.4957968249862589,0.1115942966148275,0.2989589058812118,0.0883960037505253,537,1,0.061091532218953,0.1498134837594396
137,Vinayak Nagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,34481.49,35322.42,840.9300000000003,2.4387867229635387,0.8064084811658212,observed_raster_aggregation,1,145,54205,27347,26858,13413,5125,3771,386,44122,10083,21284,17614,3670,32921,0.8989812550937245,0.3926575039203026,0.6073424960796975,0.0695692279310026,0.0071211142883497,0.4954893460012914,0.0945484733880638,0.3249515727331427,0.0677059311871598,537,1,0.07669034221935231,0.10101874490627549
138,Moula Ali,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,48380.8,49520.0,1139.199999999997,2.354653085521523,0.7788032707918946,observed_raster_aggregation,1,145,48990,24581,24409,12111,4625,4823,1398,38352,10638,20404,15921,4483,28586,0.8644652316014877,0.4164931618697693,0.5835068381302306,0.0984486629924474,0.0285364360073484,0.49824453970198,0.094407021841192,0.3249846907532149,0.0915084711165544,537,1,0.1269850989997958,0.1355347683985123
139,East Anand Bagh,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,49890.59,51034.28,1143.6900000000023,2.292396221411698,0.7583663403660568,observed_raster_aggregation,1,145,51642,26223,25419,12478,5522,6834,1144,40709,10933,19647,16093,3554,31995,0.8826756287944493,0.3804461484837922,0.6195538515162078,0.1323341466248402,0.0221525115216296,0.4922156384338329,0.1069284690755586,0.311626195732156,0.0688199527516362,537,1,0.15448665814646978,0.11732437120555073
140,Malkajgiri,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,33370.97,34178.3,807.3300000000017,2.419258415323264,0.800002367082886,observed_raster_aggregation,1,145,52831,26365,26466,13038,5218,7986,705,41425,11406,18950,14857,4093,33881,0.8700354945078025,0.358690920103727,0.6413090798962731,0.1511612500236603,0.0133444379247032,0.5009558781775851,0.0987677689235486,0.2812174670174708,0.0774734530862561,536,1,0.16450568794836348,0.1299645054921975
141,Gautham Nagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,28879.35,29610.4,731.0500000000029,2.5313935389820164,0.8367763691945029,observed_raster_aggregation,1,145,33742,16926,16816,8205,2819,5313,1379,27153,6589,12440,10514,1926,21302,0.8780842738414772,0.3686799834034734,0.6313200165965266,0.1574595459664513,0.040868946713295,0.4983699839962065,0.08354572935807,0.3115997866160868,0.0570801967873866,536,1,0.19832849267974628,0.12191572615852275
142,Addagutta,58.0,19681.0,759.0,444.0,1.0344827586206895,1.103448275862069,1.4310344827586208,1.3275862068965518,1.0862068965517242,1.1551724137931034,0.0689655172413793,1.2241379310344829,0.1551724137931034,25.930171277997363,1,55.0,25201.0,804.0,737.0,1.0,1.5818181818181818,1.0545454545454545,1.4363636363636365,1.2363636363636363,1.2181818181818185,1.1090909090909091,11.036363636363635,7.909090909090909,1.2363636363636363,0.1636363636363636,31.34452736318408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,-5.172413793103448,5520.0,28.047355317311112,45.0,5.928853754940711,293.0,65.990990990991,5.414356085186718,20.88052572865565,-0.0460815047021943,-3.9891451831750286,-0.0489028213166145,-4.431818181818189,0.0053291536050157,0.372398685651702,0.0084639498432602,5.45454545454547,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,26225.77,26831.0,605.2299999999996,2.3077682752498765,0.7634132630773616,observed_raster_aggregation,1,145,24089,12253,11836,5591,2646,1693,263,18167,5922,10293,8314,1979,13796,0.8472228699342442,0.4272904645273776,0.5727095354726224,0.0702810411391091,0.010917846319897,0.4913445971190169,0.1098426667773672,0.3451367844244261,0.0821536801029515,536,1,0.08119888745900611,0.15277713006575577
143,Tarnaka,50.0,17687.0,778.0,444.0,1.0,1.18,1.4,1.28,1.08,1.22,0.02,1.2,0.16,22.73393316195373,1,42.0,25394.0,769.0,582.0,1.0,1.5952380952380951,1.1428571428571428,1.4047619047619049,1.4523809523809523,1.1904761904761905,1.0952380952380951,12.261904761904765,8.642857142857142,1.261904761904762,0.1904761904761904,33.022106631989594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,-16.0,7707.0,43.574376660824335,-9.0,-1.1568123393316194,138.0,31.08108108108108,10.288173470035863,45.25470096504722,-0.1247619047619048,-10.226385636221709,-0.0371428571428571,-3.14769975786925,0.0047619047619049,0.3401360544217834,0.0304761904761904,19.047619047619005,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,34480.91,35300.17,819.2599999999948,2.375981376361571,0.7858027582982929,observed_raster_aggregation,1,145,52527,26748,25779,12324,6048,1865,208,39931,12596,19131,16051,3080,33396,0.8591191720992276,0.3642126906162545,0.6357873093837455,0.0355055495269099,0.0039598682582291,0.4907761722542692,0.1151407847392769,0.3055761798694005,0.058636510746854,536,1,0.039465417785139,0.1408808279007724
144,Mettuguda,8.0,1066.0,72.0,51.0,1.0,1.125,1.5,1.125,1.125,1.375,0.0,1.75,0.25,14.805555555555555,1,8.0,1860.0,68.0,71.0,1.0,3.0,1.0,1.375,1.5,1.125,1.375,3.875,7.25,1.625,0.25,27.352941176470587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,794.0,74.48405253283302,-4.0,-5.555555555555555,20.0,39.21568627450981,12.547385620915032,84.74782032888201,0.0,0.0,-0.125,-11.11111111111111,-0.125,-8.333333333333332,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,40192.74,41079.81,887.0699999999997,2.207040375948492,0.7303332734120538,observed_raster_aggregation,1,145,34190,17184,17006,8075,3701,2095,662,26737,7453,12073,10204,1869,22117,0.8769392239824199,0.3531149458906112,0.6468850541093887,0.0612752266744662,0.0193623866627668,0.4973968996782685,0.10824802573852,0.2984498391342498,0.0546651067563615,536,1,0.080637613337233,0.12306077601758014
145,Seethaphalmandi,8.0,2573.0,156.0,71.0,1.125,1.125,1.5,1.5,1.125,1.25,0.125,1.625,0.125,16.493589743589745,1,9.0,5160.0,164.0,130.0,1.1111111111111112,2.7777777777777777,1.1111111111111112,1.5555555555555556,1.4444444444444444,1.2222222222222223,1.2222222222222223,7.777777777777778,5.888888888888889,1.5555555555555556,0.1111111111111111,31.463414634146343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12.5,2587.0,100.54411193159736,8.0,5.128205128205128,59.0,83.09859154929578,14.969824890556598,90.76147232517798,-0.0277777777777776,-2.2222222222222143,-0.0138888888888888,-1.2345679012345634,0.0555555555555555,3.7037037037037055,-0.0138888888888888,-11.111111111111116,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,15007.87,15400.34,392.46999999999935,2.615094613692678,0.8642081329677698,observed_raster_aggregation,1,145,34659,16654,18005,8240,3380,5062,258,26156,8503,13969,11022,2947,20690,0.8362159915598325,0.4030410571568712,0.5969589428431288,0.1460515306269655,0.0074439539513546,0.5194898871865894,0.0975215672696846,0.3180126374101965,0.0850284197466747,536,1,0.1534954845783201,0.1637840084401675
146,Boudha Nagar,42.0,10717.0,491.0,505.0,1.0,1.0,1.7142857142857142,1.0476190476190477,1.261904761904762,1.5,3.2142857142857144,1.0,0.1904761904761904,21.826883910386965,1,40.0,18236.0,484.0,514.0,1.0,1.6,1.0,1.8,1.15,1.35,1.225,4.675,8.45,1.025,0.2,37.67768595041322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-4.761904761904762,7519.0,70.15955957824018,-7.0,-1.4256619144602851,9.0,1.782178217821782,15.850802040026256,72.62054494404117,-0.2749999999999999,-18.333333333333325,0.0,0.0,0.0857142857142858,5.000000000000009,0.0095238095238096,5.000000000000043,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,12776.8,13114.85,338.0500000000011,2.645811157723382,0.8742712749694848,observed_raster_aggregation,1,145,29920,15171,14749,6909,2971,4239,155,22455,7465,12079,9882,2197,17841,0.8332405655126349,0.4037098930481283,0.5962901069518717,0.141677807486631,0.0051804812834224,0.4929478609625668,0.099298128342246,0.3302807486631016,0.0734291443850267,536,1,0.1468582887700534,0.16675943448736508
147,Bansilapet,31.0,5259.0,222.0,277.0,1.064516129032258,1.1612903225806452,1.2580645161290325,1.2580645161290325,1.3225806451612905,1.4193548387096775,2.935483870967742,1.4193548387096775,0.4193548387096774,23.68918918918919,1,31.0,9273.0,220.0,269.0,1.0,1.2580645161290325,1.1290322580645162,1.4193548387096775,1.096774193548387,1.3870967741935485,1.4193548387096775,5.129032258064516,7.096774193548387,1.4838709677419355,0.4193548387096774,42.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4014.0,76.32629777524245,-2.0,-0.9009009009009008,-8.0,-2.888086642599278,18.46081081081081,77.92926411865373,0.0,0.0,-0.032258064516129,-2.777777777777775,0.161290322580645,12.820512820512809,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,31269.28,32042.52,773.2400000000016,2.472842355180553,0.8175782269151499,observed_raster_aggregation,1,145,41336,21092,20244,9489,4005,2510,61,33104,8232,15621,12913,2708,25715,0.8867697088210871,0.3779030385136442,0.6220969614863557,0.0607218889103928,0.0014757112444358,0.4897425972517902,0.0968889103928778,0.3123911360557383,0.0655119024579059,536,1,0.0621976001548286,0.11323029117891292
