State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,source_file,source_district
28,536,4510,802918,38,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0038,Urban,5007,25782,13328,12454,2994,1522,1472,508,260,248,60,32,28,20385,10835,9550,5397,2493,2904,8197,6489,1708,5929,5162,767,95,61,34,110,88,22,513,434,79,5211,4579,632,2268,1327,941,174,84,90,34,22,12,188,109,79,1872,1112,760,2225,1297,928,173,84,89,33,21,12,181,102,79,1838,1090,748,43,30,13,1,0,1,1,1,0,7,7,0,34,22,12,17585,6839,10746,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4510,802918,39,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0039,Urban,12960,68878,35824,33054,9462,5062,4400,5,4,1,166,82,84,47400,25157,22243,21478,10667,10811,19503,15312,4191,10526,8405,2121,206,121,85,607,409,198,141,66,75,9572,7809,1763,8977,6907,2070,130,56,74,390,303,87,119,63,56,8338,6485,1853,7113,5232,1881,122,55,67,376,296,80,91,51,40,6524,4830,1694,1864,1675,189,8,1,7,14,7,7,28,12,16,1814,1655,159,49375,20512,28863,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4510,802918,40,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0040,Urban,6238,31269,16101,15168,3893,2078,1815,2135,1110,1025,213,112,101,23778,12565,11213,7491,3536,3955,9807,7792,2015,7420,6221,1199,30,15,15,64,37,27,83,56,27,7243,6113,1130,2387,1571,816,48,26,22,12,11,1,38,11,27,2289,1523,766,2296,1499,797,48,26,22,9,8,1,37,11,26,2202,1454,748,91,72,19,0,0,0,3,3,0,1,0,1,87,69,18,21462,8309,13153,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,18,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0018,Urban,5758,25242,13010,12232,2517,1352,1165,2580,1380,1200,181,103,78,20150,10716,9434,5092,2294,2798,9825,7144,2681,7052,5467,1585,104,76,28,147,81,66,159,100,59,6642,5210,1432,2773,1677,1096,57,26,31,42,21,21,255,127,128,2419,1503,916,2453,1522,931,56,25,31,38,19,19,104,51,53,2255,1427,828,320,155,165,1,1,0,4,2,2,151,76,75,164,76,88,15417,5866,9551,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,19,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0019,Urban,10382,45226,22908,22318,4803,2489,2314,3878,2004,1874,831,432,399,35572,18689,16883,9654,4219,5435,15602,11661,3941,12710,9819,2891,76,54,22,91,58,33,234,124,110,12309,9583,2726,2892,1842,1050,56,27,29,33,18,15,45,15,30,2758,1782,976,2754,1776,978,54,26,28,29,16,13,40,15,25,2631,1719,912,138,66,72,2,1,1,4,2,2,5,0,5,127,63,64,29624,11247,18377,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,20,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0020,Urban,10789,45484,23220,22264,5277,2743,2534,4334,2165,2169,2339,1235,1104,31586,17020,14566,13898,6200,7698,18315,12894,5421,16347,11943,4404,168,134,34,227,147,80,723,398,325,15229,11264,3965,1968,951,1017,74,42,32,58,25,33,149,54,95,1687,830,857,1835,901,934,73,41,32,57,25,32,131,50,81,1574,785,789,133,50,83,1,1,0,1,0,1,18,4,14,113,45,68,27169,10326,16843,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,21,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0021,Urban,11159,56751,29434,27317,7475,3940,3535,1843,925,918,608,318,290,41770,22325,19445,14981,7109,7872,18543,14220,4323,14059,11639,2420,195,136,59,161,106,55,264,187,77,13439,11210,2229,4484,2581,1903,171,68,103,123,57,66,352,149,203,3838,2307,1531,4148,2400,1748,168,67,101,84,41,43,270,108,162,3626,2184,1442,336,181,155,3,1,2,39,16,23,82,41,41,212,123,89,38208,15214,22994,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,30,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0030,Urban,4733,22888,11663,11225,2702,1400,1302,1896,941,955,471,227,244,16993,9121,7872,5895,2542,3353,7393,5550,1843,5354,4303,1051,75,38,37,39,28,11,112,88,24,5128,4149,979,2039,1247,792,94,33,61,14,10,4,63,43,20,1868,1161,707,1972,1204,768,94,33,61,14,10,4,58,42,16,1806,1119,687,67,43,24,0,0,0,0,0,0,5,1,4,62,42,20,15495,6113,9382,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,32,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0032,Urban,8824,39521,20172,19349,4326,2249,2077,2048,1045,1003,282,150,132,31044,16337,14707,8477,3835,4642,13275,9741,3534,10875,8415,2460,248,192,56,153,107,46,106,59,47,10368,8057,2311,2400,1326,1074,165,76,89,45,26,19,37,16,21,2153,1208,945,2312,1280,1032,165,76,89,44,25,19,34,15,19,2069,1164,905,88,46,42,0,0,0,1,1,0,3,1,2,84,44,40,26246,10431,15815,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,33,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0033,Urban,5060,23269,12161,11108,2596,1418,1178,971,504,467,765,424,341,18433,9888,8545,4836,2273,2563,8934,6419,2515,6897,5269,1628,114,59,55,69,44,25,128,97,31,6586,5069,1517,2037,1150,887,151,65,86,15,8,7,49,26,23,1822,1051,771,1939,1105,834,151,65,86,14,7,7,45,24,21,1729,1009,720,98,45,53,0,0,0,1,1,0,4,2,2,93,42,51,14335,5742,8593,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,34,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0034,Urban,9875,47127,24304,22823,5133,2735,2398,1572,805,767,290,159,131,34942,18804,16138,12185,5500,6685,15932,11818,4114,11987,9562,2425,323,195,128,453,341,112,242,141,101,10969,8885,2084,3945,2256,1689,411,183,228,115,74,41,142,57,85,3277,1942,1335,3791,2145,1646,408,183,225,113,72,41,134,57,77,3136,1833,1303,154,111,43,3,0,3,2,2,0,8,0,8,141,109,32,31195,12486,18709,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4511,802918,35,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0035,Urban,7882,40214,20350,19864,4495,2354,2141,1214,631,583,42,20,22,28897,15078,13819,11317,5272,6045,12835,9473,3362,9122,7325,1797,251,117,134,144,91,53,532,413,119,8195,6704,1491,3713,2148,1565,314,142,172,54,28,26,200,48,152,3145,1930,1215,3553,2030,1523,314,142,172,52,26,26,193,48,145,2994,1814,1180,160,118,42,0,0,0,2,2,0,7,0,7,151,116,35,27379,10877,16502,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,535,4494,802918,116,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0116,Urban,11067,46255,23971,22284,6185,3128,3057,4605,2353,2252,517,280,237,32644,18345,14299,13611,5626,7985,16200,13271,2929,13055,11055,2000,100,81,19,527,369,158,481,410,71,11947,10195,1752,3145,2216,929,38,26,12,216,114,102,171,125,46,2720,1951,769,2615,1837,778,38,26,12,182,100,82,97,63,34,2298,1648,650,530,379,151,0,0,0,34,14,20,74,62,12,422,303,119,30055,10700,19355,DDW_PCA2804_2011_MDDS with UI.xlsx,535
28,535,4495,802918,115,0,WARD,GHMC (M Corp.) WARD NO.-0115,Urban,16868,70187,35606,34581,8429,4302,4127,8191,4140,4051,1045,508,537,50759,27556,23203,19428,8050,11378,25310,19327,5983,20495,16235,4260,165,126,39,377,262,115,1227,968,259,18726,14879,3847,4815,3092,1723,37,19,18,296,181,115,397,269,128,4085,2623,1462,3443,2167,1276,34,17,17,181,111,70,247,153,94,2981,1886,1095,1372,925,447,3,2,1,115,70,45,150,116,34,1104,737,367,44877,16279,28598,DDW_PCA2804_2011_MDDS with UI.xlsx,535
28,537,4516,802918,111,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0111,Urban,11784,54122,28831,25291,6353,3317,3036,5968,3105,2863,1487,797,690,39502,22383,17119,14620,6448,8172,19834,14153,5681,16591,12378,4213,104,65,39,314,207,107,544,304,240,15629,11802,3827,3243,1775,1468,55,32,23,105,57,48,184,49,135,2899,1637,1262,2647,1458,1189,54,31,23,78,40,38,152,34,118,2363,1353,1010,596,317,279,1,1,0,27,17,10,32,15,17,536,284,252,34288,14678,19610,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4516,802918,112,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0112,Urban,22527,93141,48202,44939,12635,6605,6030,6574,3323,3251,1867,1002,865,61981,34207,27774,31160,13995,17165,38019,27421,10598,29630,22570,7060,218,122,96,738,520,218,1054,562,492,27620,21366,6254,8389,4851,3538,118,54,64,374,258,116,984,486,498,6913,4053,2860,6877,3743,3134,113,50,63,181,100,81,578,173,405,6005,3420,2585,1512,1108,404,5,4,1,193,158,35,406,313,93,908,633,275,55122,20781,34341,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4516,802918,113,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0113,Urban,19378,78284,40768,37516,9815,5116,4699,5492,2862,2630,2010,1049,961,56613,30799,25814,21671,9969,11702,31357,22826,8531,26619,20104,6515,289,210,79,777,509,268,1001,661,340,24552,18724,5828,4738,2722,2016,106,60,46,339,261,78,293,89,204,4000,2312,1688,4438,2547,1891,105,59,46,325,256,69,221,43,178,3787,2189,1598,300,175,125,1,1,0,14,5,9,72,46,26,213,123,90,46927,17942,28985,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4516,802918,114,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0114,Urban,20925,83773,42755,41018,10091,5185,4906,3919,2018,1901,1285,670,615,64105,34019,30086,19668,8736,10932,33170,24387,8783,27737,21529,6208,219,126,93,699,479,220,1269,847,422,25550,20077,5473,5433,2858,2575,98,51,47,131,62,69,564,243,321,4640,2502,2138,5204,2722,2482,97,50,47,125,57,68,524,221,303,4458,2394,2064,229,136,93,1,1,0,6,5,1,40,22,18,182,108,74,50603,18368,32235,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,101,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0101,Urban,6733,28195,14314,13881,3213,1647,1566,1419,710,709,127,67,60,22698,11911,10787,5497,2403,3094,10095,7705,2390,8912,7053,1859,51,33,18,98,67,31,144,96,48,8619,6857,1762,1183,652,531,17,9,8,18,6,12,28,11,17,1120,626,494,1135,617,518,17,9,8,18,6,12,24,11,13,1076,591,485,48,35,13,0,0,0,0,0,0,4,0,4,44,35,9,18100,6609,11491,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,117,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0117,Urban,18596,69083,35402,33681,7365,3843,3522,1421,744,677,1801,927,874,57015,29885,27130,12068,5517,6551,29252,20908,8344,23528,17713,5815,274,168,106,299,179,120,820,582,238,22135,16784,5351,5724,3195,2529,201,93,108,167,107,60,152,60,92,5204,2935,2269,5542,3088,2454,200,92,108,161,102,59,128,51,77,5053,2843,2210,182,107,75,1,1,0,6,5,1,24,9,15,151,92,59,39831,14494,25337,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,118,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0118,Urban,12392,52236,26782,25454,6567,3401,3166,1681,886,795,1251,656,595,35396,19210,16186,16840,7572,9268,20489,15199,5290,16864,13000,3864,263,105,158,181,129,52,653,439,214,15767,12327,3440,3625,2199,1426,73,38,35,301,181,120,457,223,234,2794,1757,1037,3532,2145,1387,72,38,34,291,175,116,433,211,222,2736,1721,1015,93,54,39,1,0,1,10,6,4,24,12,12,58,36,22,31747,11583,20164,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,119,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0119,Urban,20206,83665,43211,40454,11251,5763,5488,2820,1456,1364,1008,509,499,60064,32538,27526,23601,10673,12928,31816,24295,7521,26041,20880,5161,152,98,54,423,298,125,542,326,216,24924,20158,4766,5775,3415,2360,96,51,45,70,42,28,226,64,162,5383,3258,2125,5400,3216,2184,95,50,45,68,40,28,161,50,111,5076,3076,2000,375,199,176,1,1,0,2,2,0,65,14,51,307,182,125,51849,18916,32933,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,120,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0120,Urban,9586,41373,21321,20052,5140,2681,2459,3832,1946,1886,1019,509,510,28329,15600,12729,13044,5721,7323,16052,11918,4134,13390,10523,2867,68,45,23,593,444,149,859,625,234,11870,9409,2461,2662,1395,1267,61,28,33,71,46,25,219,88,131,2311,1233,1078,2356,1208,1148,60,28,32,60,39,21,126,44,82,2110,1097,1013,306,187,119,1,0,1,11,7,4,93,44,49,201,136,65,25321,9403,15918,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,121,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0121,Urban,16514,71076,36483,34593,8260,4327,3933,3470,1753,1717,2838,1488,1350,53700,28705,24995,17376,7778,9598,25606,19719,5887,21621,17273,4348,446,232,214,477,345,132,690,445,245,20008,16251,3757,3985,2446,1539,237,107,130,52,34,18,118,52,66,3578,2253,1325,3840,2366,1474,235,106,129,47,30,17,93,38,55,3465,2192,1273,145,80,65,2,1,1,5,4,1,25,14,11,113,61,52,45470,16764,28706,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,122,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0122,Urban,11275,45374,23352,22022,5464,2828,2636,4455,2258,2197,816,426,390,32081,17552,14529,13293,5800,7493,18895,13547,5348,16174,12171,4003,124,81,43,241,164,77,667,445,222,15142,11481,3661,2721,1376,1345,59,34,25,149,100,49,178,96,82,2335,1146,1189,2534,1267,1267,58,33,25,97,60,37,139,73,66,2240,1101,1139,187,109,78,1,1,0,52,40,12,39,23,16,95,45,50,26479,9805,16674,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,123,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0123,Urban,16919,67730,34758,32972,7975,4176,3799,4534,2335,2199,1157,603,554,50477,27181,23296,17253,7577,9676,27605,19992,7613,22493,17483,5010,179,112,67,410,301,109,989,594,395,20915,16476,4439,5112,2509,2603,118,54,64,136,84,52,461,125,336,4397,2246,2151,4738,2301,2437,116,54,62,125,78,47,408,97,311,4089,2072,2017,374,208,166,2,0,2,11,6,5,53,28,25,308,174,134,40125,14766,25359,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,124,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0124,Urban,22167,87393,44864,42529,10139,5246,4893,3225,1652,1573,1858,966,892,65690,34914,30776,21703,9950,11753,34865,25769,9096,28954,22841,6113,359,244,115,557,394,163,903,644,259,27135,21559,5576,5911,2928,2983,194,91,103,511,312,199,426,104,322,4780,2421,2359,5627,2768,2859,190,90,100,473,292,181,386,91,295,4578,2295,2283,284,160,124,4,1,3,38,20,18,40,13,27,202,126,76,52528,19095,33433,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4517,802918,148,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0148,Urban,5460,21871,11071,10800,2149,1129,1020,2091,1034,1057,496,257,239,16682,8819,7863,5189,2252,2937,9251,6276,2975,6942,5117,1825,145,96,49,79,46,33,117,69,48,6601,4906,1695,2309,1159,1150,52,15,37,22,13,9,31,12,19,2204,1119,1085,2246,1126,1120,52,15,37,19,12,7,27,10,17,2148,1089,1059,63,33,30,0,0,0,3,1,2,4,2,2,56,30,26,12620,4795,7825,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4518,802918,125,0,WARD,GHMC (M Corp.) WARD NO.-0125,Urban,13135,58278,29983,28295,8397,4237,4160,5222,2666,2556,663,350,313,36626,20303,16323,21652,9680,11972,20826,16445,4381,18381,15105,3276,176,85,91,302,236,66,273,158,115,17630,14626,3004,2445,1340,1105,52,25,27,76,45,31,132,23,109,2185,1247,938,2241,1207,1034,52,25,27,65,36,29,122,20,102,2002,1126,876,204,133,71,0,0,0,11,9,2,10,3,7,183,121,62,37452,13538,23914,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4518,802918,126,0,WARD,GHMC (M Corp.) WARD NO.-0126,Urban,13491,56774,29244,27530,7703,3930,3773,3841,1939,1902,596,309,287,39108,21651,17457,17666,7593,10073,20767,16061,4706,18273,14853,3420,141,68,73,206,163,43,670,451,219,17256,14171,3085,2494,1208,1286,76,41,35,56,28,28,319,118,201,2043,1021,1022,2268,1058,1210,76,41,35,47,20,27,220,48,172,1925,949,976,226,150,76,0,0,0,9,8,1,99,70,29,118,72,46,36007,13183,22824,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4518,802918,127,0,WARD,GHMC (M Corp.) WARD NO.-0127,Urban,12356,48437,25143,23294,5863,3001,2862,3918,2040,1878,679,366,313,35903,20019,15884,12534,5124,7410,19922,14875,5047,16964,13564,3400,94,48,46,276,209,67,985,771,214,15609,12536,3073,2958,1311,1647,39,15,24,46,18,28,262,46,216,2611,1232,1379,2849,1259,1590,39,15,24,45,17,28,236,38,198,2529,1189,1340,109,52,57,0,0,0,1,1,0,26,8,18,82,43,39,28515,10268,18247,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4518,802918,128,0,WARD,GHMC (M Corp.) WARD NO.-0128,Urban,14016,55187,28559,26628,7035,3651,3384,3726,1911,1815,1382,711,671,40296,21997,18299,14891,6562,8329,21950,16707,5243,18097,14381,3716,123,74,49,300,208,92,495,343,152,17179,13756,3423,3853,2326,1527,94,43,51,55,32,23,125,66,59,3579,2185,1394,3443,2015,1428,94,43,51,50,29,21,99,52,47,3200,1891,1309,410,311,99,0,0,0,5,3,2,26,14,12,379,294,85,33237,11852,21385,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4518,802918,129,0,WARD,GHMC (M Corp.) WARD NO.-0129,Urban,13394,52956,27112,25844,6691,3477,3214,3785,1900,1885,1362,716,646,37379,20306,17073,15577,6806,8771,21328,15670,5658,18299,14153,4146,91,63,28,351,216,135,2526,1954,572,15331,11920,3411,3029,1517,1512,41,26,15,67,45,22,176,105,71,2745,1341,1404,2884,1437,1447,40,25,15,65,44,21,139,77,62,2640,1291,1349,145,80,65,1,1,0,2,1,1,37,28,9,105,50,55,31628,11442,20186,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4518,802918,130,0,WARD,GHMC (M Corp.) WARD NO.-0130,Urban,17160,67032,34451,32581,8344,4299,4045,4766,2398,2368,726,328,398,49609,26882,22727,17423,7569,9854,26731,20435,6296,22847,18069,4778,254,181,73,526,366,160,961,777,184,21106,16745,4361,3884,2366,1518,103,53,50,198,138,60,195,113,82,3388,2062,1326,3605,2191,1414,103,53,50,179,122,57,172,101,71,3151,1915,1236,279,175,104,0,0,0,19,16,3,23,12,11,237,147,90,40301,14016,26285,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4518,802918,131,0,WARD,GHMC (M Corp.) WARD NO.-0131,Urban,11323,44990,22944,22046,5583,2840,2743,2989,1526,1463,767,394,373,33822,18175,15647,11168,4769,6399,16476,12856,3620,14494,11777,2717,93,50,43,150,93,57,721,563,158,13530,11071,2459,1982,1079,903,40,17,23,55,27,28,129,83,46,1758,952,806,1868,1012,856,38,16,22,43,18,25,114,72,42,1673,906,767,114,67,47,2,1,1,12,9,3,15,11,4,85,46,39,28514,10088,18426,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4521,802918,132,0,WARD,GHMC (M Corp.) WARD NO.-0132,Urban,14942,62237,31326,30911,6544,3340,3204,11574,5776,5798,1023,500,523,48568,25511,23057,13669,5815,7854,25044,17448,7596,21231,15531,5700,204,111,93,427,281,146,538,378,160,20062,14761,5301,3813,1917,1896,84,53,31,118,67,51,141,63,78,3470,1734,1736,3573,1789,1784,83,53,30,104,58,46,104,43,61,3282,1635,1647,240,128,112,1,0,1,14,9,5,37,20,17,188,99,89,37193,13878,23315,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4521,802918,133,0,WARD,GHMC (M Corp.) WARD NO.-0133,Urban,13387,57310,28949,28361,6356,3262,3094,8245,4168,4077,890,454,436,43087,22981,20106,14223,5968,8255,22562,16358,6204,17868,13700,4168,208,149,59,264,166,98,370,251,119,17026,13134,3892,4694,2658,2036,244,176,68,132,87,45,128,60,68,4190,2335,1855,4336,2445,1891,239,172,67,126,83,43,107,49,58,3864,2141,1723,358,213,145,5,4,1,6,4,2,21,11,10,326,194,132,34748,12591,22157,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4521,802918,134,0,WARD,GHMC (M Corp.) WARD NO.-0134,Urban,6248,26296,13175,13121,2646,1341,1305,7884,3890,3994,380,191,189,20065,10724,9341,6231,2451,3780,9380,6921,2459,7879,6009,1870,112,82,30,266,179,87,187,121,66,7314,5627,1687,1501,912,589,27,12,15,30,16,14,40,25,15,1404,859,545,1292,765,527,27,12,15,28,14,14,29,18,11,1208,721,487,209,147,62,0,0,0,2,2,0,11,7,4,196,138,58,16916,6254,10662,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4521,802918,135,0,WARD,GHMC (M Corp.) WARD NO.-0135,Urban,12482,51033,25438,25595,4940,2579,2361,4704,2342,2362,874,470,404,39900,20810,19090,11133,4628,6505,20571,13762,6809,15559,11217,4342,156,90,66,204,113,91,1183,772,411,14016,10242,3774,5012,2545,2467,185,81,104,61,33,28,213,87,126,4553,2344,2209,4769,2399,2370,184,81,103,53,28,25,185,74,111,4347,2216,2131,243,146,97,1,0,1,8,5,3,28,13,15,206,128,78,30462,11676,18786,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4521,802918,136,0,WARD,GHMC (M Corp.) WARD NO.-0136,Urban,14704,61858,31189,30669,6903,3615,3288,3075,1570,1505,704,364,340,46722,24568,22154,15136,6621,8515,23961,17366,6595,18493,14252,4241,360,264,96,737,412,325,622,466,156,16774,13110,3664,5468,3114,2354,276,169,107,179,63,116,219,68,151,4794,2814,1980,4785,2598,2187,272,166,106,160,49,111,189,54,135,4164,2329,1835,683,516,167,4,3,1,19,14,5,30,14,16,630,485,145,37897,13823,24074,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4521,802918,137,0,WARD,GHMC (M Corp.) WARD NO.-0137,Urban,13413,54205,27347,26858,5125,2616,2509,3771,1850,1921,386,205,181,44122,23139,20983,10083,4208,5875,21284,15562,5722,17614,13546,4068,174,101,73,236,172,64,834,606,228,16370,12667,3703,3670,2016,1654,117,43,74,78,34,44,311,85,226,3164,1854,1310,3414,1850,1564,116,42,74,74,31,43,271,65,206,2953,1712,1241,256,166,90,1,1,0,4,3,1,40,20,20,211,142,69,32921,11785,21136,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4521,802918,138,0,WARD,GHMC (M Corp.) WARD NO.-0138,Urban,12111,48990,24581,24409,4625,2397,2228,4823,2427,2396,1398,723,675,38352,20294,18058,10638,4287,6351,20404,14239,6165,15921,11964,3957,415,253,162,315,223,92,419,276,143,14772,11212,3560,4483,2275,2208,199,85,114,67,27,40,189,64,125,4028,2099,1929,4350,2193,2157,198,84,114,62,24,38,174,54,120,3916,2031,1885,133,82,51,1,1,0,5,3,2,15,10,5,112,68,44,28586,10342,18244,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4521,802918,139,0,WARD,GHMC (M Corp.) WARD NO.-0139,Urban,12478,51642,26223,25419,5522,2781,2741,6834,3419,3415,1144,579,565,40709,21618,19091,10933,4605,6328,19647,14534,5113,16093,12734,3359,140,87,53,135,90,45,444,307,137,15374,12250,3124,3554,1800,1754,134,51,83,27,10,17,227,55,172,3166,1684,1482,3243,1634,1609,134,51,83,26,10,16,149,32,117,2934,1541,1393,311,166,145,0,0,0,1,0,1,78,23,55,232,143,89,31995,11689,20306,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4522,802918,1,0,WARD,GHMC (M Corp.) WARD NO.-0001,Urban,10899,44149,22411,21738,4553,2370,2183,3672,1855,1817,871,449,422,34890,18444,16446,9259,3967,5292,17074,12450,4624,13965,10609,3356,220,113,107,277,171,106,464,293,171,13004,10032,2972,3109,1841,1268,138,70,68,48,34,14,90,51,39,2833,1686,1147,2831,1646,1185,135,68,67,39,26,13,75,44,31,2582,1508,1074,278,195,83,3,2,1,9,8,1,15,7,8,251,178,73,27075,9961,17114,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4522,802918,2,0,WARD,GHMC (M Corp.) WARD NO.-0002,Urban,11222,45264,23054,22210,5625,2911,2714,4376,2191,2185,1883,984,899,33093,17883,15210,12171,5171,7000,18323,12970,5353,14923,11271,3652,139,87,52,414,291,123,1150,904,246,13220,9989,3231,3400,1699,1701,109,57,52,171,81,90,336,168,168,2784,1393,1391,3073,1494,1579,103,53,50,137,61,76,254,106,148,2579,1274,1305,327,205,122,6,4,2,34,20,14,82,62,20,205,119,86,26941,10084,16857,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4522,802918,134,0,WARD,GHMC (M Corp.) WARD NO.-0134,Urban,4207,16574,8219,8355,1457,738,719,1600,750,850,129,55,74,13895,7063,6832,2679,1156,1523,6562,4594,1968,5387,3988,1399,76,57,19,65,44,21,343,242,101,4903,3645,1258,1175,606,569,42,22,20,26,15,11,56,22,34,1051,547,504,1133,593,540,41,22,19,25,15,10,44,20,24,1023,536,487,42,13,29,1,0,1,1,0,1,12,2,10,28,11,17,10012,3625,6387,DDW_PCA2806_2011_MDDS with UI.xlsx,537
